Issue Type,Priority,Key,Summary,Status,Assignee,Created,Description,Updated,Project,Sprint,Epic Link,Story Points
Bug - Internal Reported,Functionality Incomplete,ALDOT-781,Admin -> Simple Search -> Simple Searches tab - > Edit then Delete then add is not working correctly.,Closed,Unassigned,3/18/13 14:15,"ADMIN/ManageSimpleSearches.aspx

1. In Application select Billboards
2. Click Edit on the first record
3. Click Delete on the same record
4. Click Add button
5. Record did not get add back to the grid.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-782,"Admin -> Simple Search -> Simple Searches Advanced tab - Change ""Apply"" to ""Save""",Closed,Unassigned,3/18/13 14:21,"ADMIN/ManageSSearchesAdvanced.aspx
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-783,Admin -> Simple Search -> Simple Searches Advanced tab - Need to add examples for each option.,Closed,Unassigned,3/18/13 14:23,"ADMIN/ManageSSearchesAdvanced.aspx

",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-784,Admin -> Simple Search -> Display Fields tab - Required fields need to be added.,Closed,Unassigned,3/18/13 14:27,"ADMIN/DefaultDisplayFields.aspx

1. Add ""* Required Fields""
2. Add * to Application
3. Add * to Table
4. Add * to Fields
5. Add * to Caption
6. Add * to Display
7. Add * to Pass value to target page",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-785,Search Applicant - The search results grid - Columns are not according to the specification in the Share-Point,Closed,Unassigned,3/18/13 14:50,"Search Applicant - The search results grid - Columns are not according to the specification in the Share-Point 

Both Individual and business results.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-786,Manage Business - Add space between the pop-up heading and the tabs.,Closed,Unassigned,3/18/13 14:55,Manage Business - Add space between the pop-up heading and the tabs.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-787,Manage Individual - Add space between the pop-up heading and the tabs.,Closed,Unassigned,3/18/13 14:55,Manage Individual - Add space between the pop-up heading and the tabs.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-789,"View Application -> Associate Documents - Remove the word ""Selected""",Closed,Unassigned,3/18/13 16:33,PERMITTING/COMMON/DOCMANAGEMENT_PERM.ASPX,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-790,Search Applicant - Individual Search Grid does not display correct columns as per the design documentation,Closed,Unassigned,3/19/13 11:23,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-791,Admin -> Manage -> How to Do -> Steps tab - Losing application Menu,Closed,Unassigned,3/19/13 16:08,"ADMIN/HowToDoSteps.aspx

1. When you click Add Steps button you will lose the application menus ""Admin"" and ""Permitting""

",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-792,Admin -> Manage -> How to Do -> Steps tab - Change Apply to Save,Closed,Unassigned,3/19/13 16:11,"Application_2010/ADMIN/HowToDoSteps.aspx
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-793,New Application -> Search Applicant page -> Click Search getting oracel error.,Closed,Unassigned,3/20/13 13:35,"Permitting/Common/SearchApplicant.aspx
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-794,Transfer Applicant - Business Search Tab Does Not Change Properly When Switching Radios,Closed,Unassigned,3/20/13 13:40,"1. Select Permit 
2. Transfer Permit 
3. Add Business Name Search Criteria 
4. Search 
5. Switch Radio To Individual 
6. Switch Tab To Search 
7. Switch Radio to Business 

The search tab will no update to the business values until results is clicked and search is clicked again. 
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-795,Admin -> Simple Search -> DB Connection tab - Required Fields missing,Closed,Unassigned,3/20/13 13:54,"Need to add the following

Add ""* Required Fields""
Add * to Application
Add * to Server
Add * to Database
Add * to User Name
Add * to Password

Add validation to all fields.
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-796,Admin -> Simple Search -> Table Linkages tab - Label Change,Closed,Unassigned,3/20/13 13:57,"On the 1st label
Change ""* Field"" to ""* From Field:""

On the second label
Change ""* Field"" to ""* To Field:""
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-797,Admin -> Simple Search -> Simple Search tab - Validation is not working on New Search,Closed,Unassigned,3/20/13 14:01,"1. Select search name dropdown list and pick ""Add New Search Name""
2. Add Search Name
3. Click Add",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-798,Manage Individual Popup -> Spacing Missing from 3 sides of the popup,Closed,Unassigned,3/20/13 14:04,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-799,Manage Business Popup -> Spacing Missing from 3 sides of the popup,Closed,Unassigned,3/20/13 14:05,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-800,Transfer Popup -> Spacing Missing from 3 sides of the popup,Closed,Unassigned,3/20/13 14:07,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-801,Admin -> Configuration -> Calendar -> Label Formats,Closed,Unassigned,3/20/13 14:10,"Change Holidays to be bold and blue
Change Scheduled Holidays to be bold and blue.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-802,"Admin -> Alas Naming -> Change ""Cancel"" to ""Close""",Closed,Unassigned,3/20/13 14:11,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-803,Admin -> Configuration -> Alias Naming -> Change labels,Closed,Unassigned,3/20/13 14:12,"Change Apply to Save
Change Reset to Clear",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-804,Admin -> Manage -> Users -> User Details tab -> Reset is not resetting Applicant Type,Closed,Unassigned,3/20/13 14:16,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-805,Admin -> Manage -> Users -> User Filters tab -> button issues,Closed,Unassigned,3/20/13 14:17,"Change Apply to Save
Add Close button and functionality is to close popup.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-806,Admin -> Manage -> Users -> User Types & Roles tab - Change label,Closed,Unassigned,3/20/13 14:19,Change Apply button to Save,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-807,Admin -> Manage -> Users -> Menu tab - Change label,Closed,Unassigned,3/20/13 14:20,Change Apply to Save,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-808,Admin -> Manage -> Users -> Permissions tab - Change Label,Closed,Unassigned,3/20/13 14:22,Change Apply to Save,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-809,Admin - Edit Account - Missing the hand when hovering over it. Needs to work like Logout.,Closed,Unassigned,3/20/13 14:22,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-811,Admin -> Manage -> Roles -> Menus tab -> Change Apply to Save,Closed,Unassigned,3/20/13 14:27,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-812,Admin -> Manage -> Pick List -> Change Reset to Clear,Closed,Unassigned,3/20/13 14:29,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-813,Admin -> Manage -> Pick List -> Search popup -> Change Cancel to Close,Closed,Unassigned,3/20/13 14:29,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-814,Admin -> Mange -> Message Board -> View Message tab -> Remove the border thickness on the grids.,Closed,Unassigned,3/20/13 14:33,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-815,Admin -> Manage -> Message Board -> View Message tab -> Add blue color to labels,Closed,Unassigned,3/20/13 14:35,Add blue color to header name for each grid.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-816,Admin -> Manage -> Navigation -> Change labels,Closed,Unassigned,3/20/13 14:36,"Change Apply to Save
Change Cancel to Close",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-817,Admin -> Manage -> Location -> Change labels,Closed,Unassigned,3/20/13 14:37,"Change Apply to Save
Change Cancel to Close",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-818,Admin -> Configuration -> How to Do is not showing steps.,Closed,Unassigned,3/20/13 14:41,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-819,Admin -> Manage -> How To Do -> Steps tab issue,Closed,Unassigned,3/20/13 14:50,When you select Individual in the Sub-Category and then click Steps tab it gives you a message but when you click okay it takes you back to the home.aspx page. This is wrong it should keep you on the how to do page with the selections still there.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-820,Admin -> Manage -> How to Do -> Change Message,Closed,Unassigned,3/20/13 14:53,"Change ""No Records fround for requested URI."" to ""How to do functionality not used on this page."" 

3/27/2013 -> Change the message to - ""How to do configuration is not set for this page.""",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-821,Admin -> Manage -> External App Interface -> How to Do steps not showing up.,Closed,Unassigned,3/20/13 14:58,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-822,Admin -> Manage -> External App Interface -> Parameters tab -> How to do steps is not coming up.,Closed,Unassigned,3/20/13 14:59,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-823,Admin -> Simple Search -> Simple Searches tab -> Ordering functionality is not working correctly,Closed,Unassigned,3/20/13 15:00,I should see 16 but it is showing 1.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-824,Admin -> Simple Search -> Display Fields -> Order by functionality is not working correctly.,Closed,Unassigned,3/20/13 15:02,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-825,New Application -> Search Applicant page -> Click Search getting oracel error.,Closed,Unassigned,3/20/13 16:01,"When you add ""Search Applicant"" as a new search name in Permitting and Billboards it gives you and oracle issue.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-826,New Application -> Applicant page - Primary information not displaying.,Closed,Unassigned,3/20/13 16:22,"On page load the primary contact information is not getting displayed.

1. Click New Application
2. Click Search
3. Click Create on ""Carpet Barns"" as the company
",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-827,"New Application -> Search Application -> Chnage ""No Businessess Found"" to ""No Applicants Found""",Closed,Unassigned,3/20/13 16:26,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-828,Manage Business Popup -> Zipcode is not handled this correctly.,Closed,Unassigned,3/20/13 16:43,"It should move the 3 over to make a valid zip code.

Manage Individual is handling this right.",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-830,"Transfer Popup -> Change ""No Companies found"" to ""No Businesses Found""",Closed,Unassigned,3/20/13 17:03,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-832,"Transfer Popup -> Change ""Company"" to ""Business""",Closed,Unassigned,3/20/13 17:12,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-833,"Permitting -> Search for an Application, Select an Application and then click Location, displays an error message",Closed,Unassigned,3/21/13 9:56,Screenshot provided of the error message.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-834,Permitting -> Comments should display a message when pasting text into the textbox...,Closed,Unassigned,3/21/13 10:31,It should display a message when pasting more text into a textbox than allowed and clicking apply. Currently it just saves what the number of text is allowed and the user loses the rest of the pasted text. No message is displayed.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-839,Permitting -> Permit History - Applicant should say Reviewer Name,Closed,Unassigned,3/21/13 11:26,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-840,Manage Business - Error,Closed,Unassigned,3/21/13 11:50,"-Add the search business name Carpet 
-Click the search button 
- click the edit link in the ""Carpet Barns"" and it gives the error.",03/Feb/15 3:40 PM,ALDOT,,,
Bug - Internal Reported,Look and Feel,ALDOT-841,Permitting -> Associated Documents -> Clicking Transfer permit and switching between business and individual causes gif to appear,Closed,Unassigned,3/21/13 14:25,A gif appears on the page for the upload of documents when you click through the radios for Business and Individual. It says Refreshing..,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-842,View Application -> Work Details -> Missing how to do steps,Closed,Unassigned,3/21/13 16:34,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-844,Annual Permit Exemptions -> how to do steps missing.,Closed,Unassigned,3/21/13 16:36,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-846,"Permitting -> Create Permit - After creating a permit for the second time, the permit type is kept in session from the previous selected one",Closed,Unassigned,3/22/13 11:23,The previous permit type is selected,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-847,"Permitting -> Application Details - When linking an application with a business, the business name does not show up for Applicant Name on the page",Closed,Unassigned,3/22/13 12:15,Screenshot provided. I linked a Business with another Business. It looks like it is trying to pull from the individual firstname and last name.,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,Functionality Incomplete,ALDOT-848,Transfer Permit :: Business Search Results Are Displayed on Individual Results Tab,Closed,Unassigned,3/22/13 12:47,"1. Select Permit
2. Open Transfer
3. Leave on Business Radio
4. Add Business Name Search Criteria
5. Click Search
6. Click Individual Radio Button
7. Click Business Radio Button
8. Click Search Tab
9. Click Individual Radio Button
10. Click Results Tab

Business search results are still displayed.

",2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-849,Permitting -> Manage Business -> Business Contacts - Primary Contact phone number is not being validated,Closed,Unassigned,3/22/13 13:29,,2/3/15 15:40,ALDOT,,,
Bug - Internal Reported,System Error,ALDOT-850,Permitting -> Manage Business -> Business Contacts - Additional Contacts phone number is not being validated,Closed,Unassigned,3/22/13 13:34,,2/3/15 15:40,ALDOT,,,
